sample_ID	Accession	Name	subspecies	City	Date	delivery_date	read_count	reads_per_million
ww035887	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-09	2026-01-24	102	9.001022410251423
ww035887	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-09	2026-01-24	75	6.618398831067223
ww035887	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-09	2026-01-24	160	14.119250839610077
ww035887	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-09	2026-01-24	76	6.706644148814786
ww035887	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-09	2026-01-24	111	9.79523026997949
ww035887	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-09	2026-01-24	84	7.41260669079529
ww035887	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-09	2026-01-24	25	2.206132943689074
ww035887	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-09	2026-01-24	20	1.7649063549512596
ww035888	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-09	2026-01-24	40	5.476107878229979
ww035888	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-09	2026-01-24	61	8.3510645143007185
ww035888	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-09	2026-01-24	16	2.190443151291992
ww035888	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-09	2026-01-24	44	6.023718666052978
ww035888	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-09	2026-01-24	40	5.476107878229979
ww035888	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-09	2026-01-24	40	5.476107878229979
ww035888	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-09	2026-01-24	31	4.243983605628234
ww035888	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-09	2026-01-24	3	0.41070809086724847
ww035888	CY005762.1	Influenza A virus (A/duck/New Zealand/41/1984(H5N2))	t__H5N2	Las Vegas	2026-01-09	2026-01-24	4	0.547610787822998
ww035888	CY005759.1	Influenza A virus (A/duck/New Zealand/41/1984(H5N2))	t__H5N2	Las Vegas	2026-01-09	2026-01-24	7	0.9583188786902463
ww035889	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Birmingham	2026-01-09	2026-01-24	5	0.9743299143447085
ww035890	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-06	2026-01-24	26	4.248346576192135
ww035890	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-06	2026-01-24	22	3.5947547952394987
ww035890	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-06	2026-01-24	8	1.3071835619052723
ww035890	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-06	2026-01-24	10	1.6339794523815905
ww035890	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-06	2026-01-24	8	1.3071835619052723
ww035890	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-06	2026-01-24	15	2.4509691785723855
ww035890	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-06	2026-01-24	11	1.7973773976197494
ww035890	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-06	2026-01-24	6	0.9803876714289542
ww035891	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-08	2026-01-24	56	6.110565888595218
ww035891	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-08	2026-01-24	63	6.87438662466962
ww035891	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-08	2026-01-24	60	6.547034880637733
ww035891	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-08	2026-01-24	33	3.6008691843507536
ww035891	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-08	2026-01-24	40	4.364689920425156
ww035891	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-08	2026-01-24	26	2.8370484482763514
ww035891	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-08	2026-01-24	11	1.2002897281169178
ww035891	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-08	2026-01-24	2	0.2182344960212578
ww035892	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-09	2026-01-24	46	10.138634810782218
ww035892	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-09	2026-01-24	59	13.003901170351106
ww035892	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-09	2026-01-24	36	7.934583764959997
ww035892	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-09	2026-01-24	23	5.069317405391109
ww035892	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-09	2026-01-24	6	1.3224306274933328
ww035892	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-09	2026-01-24	29	6.391748032884442
ww035892	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-09	2026-01-24	2	0.44081020916444424
ww035892	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	Boston Metropolitan Area	2026-01-09	2026-01-24	14	3.0856714641511096
ww035893	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Garland	2026-01-12	2026-01-24	5	1.162098843479231
ww035893	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Garland	2026-01-12	2026-01-24	14	3.253876761741847
ww035894	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-12	2026-01-24	49	7.58840256692429
ww035894	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-12	2026-01-24	25	3.871633962716474
ww035894	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-12	2026-01-24	73	11.305171171132105
ww035894	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-12	2026-01-24	34	5.265422189294405
ww035894	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-12	2026-01-24	24	3.7167686042078154
ww035894	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-12	2026-01-24	48	7.433537208415631
ww035894	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-12	2026-01-24	12	1.8583843021039077
ww035894	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-12	2026-01-24	21	3.252172528681839
ww035894	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Boston Metropolitan Area	2026-01-12	2026-01-24	3	0.4645960755259769
ww035894	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Boston Metropolitan Area	2026-01-12	2026-01-24	5	0.774326792543295
ww035894	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Boston Metropolitan Area	2026-01-12	2026-01-24	11	1.703518943595249
ww035894	NC_026434.1	Influenza A virus H1N1	t__Influenza A H1N1	Boston Metropolitan Area	2026-01-12	2026-01-24	2	0.30973071701731797
ww035894	NC_026431.1	Influenza A virus H1N1	t__Influenza A H1N1	Boston Metropolitan Area	2026-01-12	2026-01-24	3	0.4645960755259769
ww035895	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-12	2026-01-24	48	3.923146219419279
ww035895	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-12	2026-01-24	33	2.6971630258507546
ww035895	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-12	2026-01-24	36	2.9423596645644596
ww035895	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-12	2026-01-24	36	2.9423596645644596
ww035895	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-12	2026-01-24	72	5.884719329128919
ww035895	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-12	2026-01-24	18	1.4711798322822298
ww035895	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-12	2026-01-24	46	3.759681793610143
ww035895	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-12	2026-01-24	3	0.24519663871370495
ww035896	AB600850.1	Influenza A virus (A/swine/Niigata/729/2004(H1N2))	t__H1N2	Jupiter	2026-01-12	2026-01-24	3	0.16986976877553567
ww035896	AB600865.1	Influenza A virus (A/swine/Niigata/729/2004(H1N2))	t__H1N2	Jupiter	2026-01-12	2026-01-24	2	0.11324651251702379
ww035896	JX138516.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-01-12	2026-01-24	1	0.056623256258511896
ww035896	JX138517.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-01-12	2026-01-24	6	0.33973953755107134
ww035896	JX138520.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-01-12	2026-01-24	1	0.056623256258511896
ww035896	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-12	2026-01-24	67	3.793758169320297
ww035896	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-12	2026-01-24	143	8.097125644967202
ww035896	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-12	2026-01-24	40	2.264930250340476
ww035896	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-12	2026-01-24	58	3.2841488629936895
ww035896	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-12	2026-01-24	65	3.6805116568032727
ww035896	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-12	2026-01-24	51	2.887786069184106
ww035896	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-12	2026-01-24	70	3.9636279380958324
ww035896	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-12	2026-01-24	20	1.132465125170238
ww035897	CY077418.1	Influenza A virus (A/chicken/Rostock/45/1934(H7N1))	t__H7N1	Portland	2026-01-12	2026-01-24	6	1.0459018428093203
ww035897	CY077423.1	Influenza A virus (A/chicken/Rostock/45/1934(H7N1))	t__H7N1	Portland	2026-01-12	2026-01-24	5	0.8715848690077669
ww035897	KX421149.1	Influenza A virus H9N2	t__Influenza A H9N2	Portland	2026-01-12	2026-01-24	4	0.6972678952062136
ww035897	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-12	2026-01-24	18	3.1377055284279605
ww035897	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-12	2026-01-24	128	22.312572646598834
ww035897	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-12	2026-01-24	53	9.238799611482328
ww035897	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-12	2026-01-24	17	2.963388554626407
ww035897	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-12	2026-01-24	127	22.13825567279728
ww035897	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-12	2026-01-24	28	4.8808752664434945
ww035897	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-12	2026-01-24	11	1.917486711817087
ww035897	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-12	2026-01-24	9	1.5688527642139802
ww035898	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-12	2026-01-24	33	5.013163351649103
ww035898	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-12	2026-01-24	87	13.216521563438544
ww035898	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-12	2026-01-24	42	6.380389720280676
ww035898	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-12	2026-01-24	4	0.6076561638362549
ww035898	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-12	2026-01-24	33	5.013163351649103
ww035898	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-12	2026-01-24	46	6.988045884116931
ww035898	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-12	2026-01-24	47	7.1399599250759955
ww035898	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-12	2026-01-24	12	1.8229684915087647
ww035900	HQ871940.1	Influenza A virus (A/chicken/Korea/GH2/2007(H9N2))	t__H9N2	Traverse City	2026-01-12	2026-01-24	4	0.5357763305268476
ww035900	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-12	2026-01-24	45	6.027483718427036
ww035900	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-12	2026-01-24	35	4.688042892109917
ww035900	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-12	2026-01-24	74	9.91186211474668
ww035900	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-12	2026-01-24	38	5.089875140005053
ww035900	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-12	2026-01-24	52	6.9650922968490185
ww035900	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-12	2026-01-24	21	2.81282573526595
ww035900	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-12	2026-01-24	37	4.95593105737334
ww035900	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-12	2026-01-24	8	1.0715526610536952
ww035902	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-11	2026-01-24	2	0.22575600606922447
ww035902	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-11	2026-01-24	2	0.22575600606922447
ww035902	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-11	2026-01-24	2	0.22575600606922447
ww035902	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-11	2026-01-24	10	1.1287800303461224
ww035902	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-11	2026-01-24	42	4.740876127453714
ww035904	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	San Francisco	2026-01-12	2026-01-24	3	0.7018814634509266
ww035905	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-13	2026-01-24	320	108.25242028731546
ww035905	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-13	2026-01-24	242	81.86589284228232
ww035905	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-13	2026-01-24	317	107.23755384712187
ww035905	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-13	2026-01-24	156	52.773054890066284
ww035905	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-13	2026-01-24	117	39.579791167549715
ww035905	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-13	2026-01-24	103	34.84374777997966
ww035905	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-13	2026-01-24	66	22.327061684258815
ww035905	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-13	2026-01-24	43	14.546418976108015
ww035906	MF098934.1	Influenza A virus (A/swine/Mallarauco/VN1401-988/2015(H1N2))	t__H1N2	Laredo	2026-01-12	2026-01-24	4	0.3398606401445088
ww035906	MF098852.1	Influenza A virus (A/swine/Mallarauco/VN1401-988/2015(H1N2))	t__H1N2	Laredo	2026-01-12	2026-01-24	2	0.1699303200722544
ww035907	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-11	2026-01-24	130	10.641380563600258
ww035907	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-11	2026-01-24	88	7.203396073821713
ww035907	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-11	2026-01-24	94	7.694536715218648
ww035907	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-11	2026-01-24	110	9.00424509227714
ww035907	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-11	2026-01-24	90	7.367109620954024
ww035907	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-11	2026-01-24	99	8.103820583049426
ww035907	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-11	2026-01-24	32	2.6194167541169864
ww035907	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-11	2026-01-24	28	2.291989659852363
ww035907	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-11	2026-01-24	35	2.864987074815454
ww035907	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-11	2026-01-24	30	2.4557032069846745
ww035907	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-11	2026-01-24	23	1.882705792021584
ww035907	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-11	2026-01-24	1	0.08185677356615582
ww035907	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-11	2026-01-24	56	4.583979319704726
ww035907	NC_026434.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-11	2026-01-24	8	0.6548541885292466
ww035907	NC_026432.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-11	2026-01-24	8	0.6548541885292466
ww035908	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-12	2026-01-24	3	0.3060934638026113
ww035908	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-12	2026-01-24	4	0.4081246184034818
ww035908	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-12	2026-01-24	8	0.8162492368069636
ww035908	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-12	2026-01-24	2	0.2040623092017409
ww035909	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-14	2026-01-24	44	5.648731089588876
ww035909	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-14	2026-01-24	39	5.006829829408321
ww035909	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-14	2026-01-24	18	2.310844536649994
ww035909	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-14	2026-01-24	3	0.3851407561083324
ww035909	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-14	2026-01-24	27	3.4662668049749916
ww035909	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-14	2026-01-24	30	3.8514075610833243
ww035909	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-14	2026-01-24	38	4.87844957737221
ww035909	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-14	2026-01-24	23	2.9527457968305484
ww035909	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Boston Metropolitan Area	2026-01-14	2026-01-24	11	1.412182772397219
ww035909	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	Boston Metropolitan Area	2026-01-14	2026-01-24	26	3.3378865529388806
ww035909	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	Boston Metropolitan Area	2026-01-14	2026-01-24	14	1.797323528505551
ww035909	NC_026431.1	Influenza A virus H1N1	t__Influenza A H1N1	Boston Metropolitan Area	2026-01-14	2026-01-24	3	0.3851407561083324
ww035910	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Garland	2026-01-14	2026-01-24	6	0.8551959424943443
ww035911	HM461775.1	Influenza A virus H1N1	t__Influenza A H1N1	Lincoln	2026-01-14	2026-01-24	22	1.4107644663315289
ww035911	HM461777.1	Influenza A virus H1N1	t__Influenza A H1N1	Lincoln	2026-01-14	2026-01-24	9	0.5771309180447163
ww035911	HM461778.1	Influenza A virus H1N1	t__Influenza A H1N1	Lincoln	2026-01-14	2026-01-24	6	0.3847539453631442
ww035911	HM461779.1	Influenza A virus H1N1	t__Influenza A H1N1	Lincoln	2026-01-14	2026-01-24	19	1.2183874936499566
ww035911	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-14	2026-01-24	79	5.065926947281399
ww035911	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-14	2026-01-24	85	5.450680892644543
ww035911	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-14	2026-01-24	89	5.707183522886639
ww035911	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-14	2026-01-24	46	2.9497802477841057
ww035911	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-14	2026-01-24	111	7.117947989218168
ww035911	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-14	2026-01-24	83	5.322429577523495
ww035911	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-14	2026-01-24	43	2.7574032751025337
ww035911	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-14	2026-01-24	38	2.436774987299913
ww035912	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-14	2026-01-24	139	6.796836019045223
ww035912	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-14	2026-01-24	64	3.1294784548121894
ww035912	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-14	2026-01-24	123	6.014466405342176
ww035912	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-14	2026-01-24	84	4.107440471940999
ww035912	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-14	2026-01-24	78	3.8140518668023553
ww035912	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-14	2026-01-24	44	2.15151643768338
ww035912	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-14	2026-01-24	38	1.8581278325447372
ww035912	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-14	2026-01-24	16	0.7823696137030474
ww035913	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-14	2026-01-24	40	17.57282397917269
ww035913	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-14	2026-01-24	33	14.497579782817468
ww035913	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-14	2026-01-24	15	6.5898089921897585
ww035913	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-14	2026-01-24	32	14.05825918333815
ww035913	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-14	2026-01-24	7	3.0752441963552206
ww035913	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-14	2026-01-24	24	10.543694387503614
ww035913	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-14	2026-01-24	22	9.665053188544979
ww035913	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-01-14	2026-01-24	2	0.8786411989586344
ww035914	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-14	2026-01-24	10	1.130211944125034
ww035914	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-14	2026-01-24	4	0.4520847776500136
ww035914	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-14	2026-01-24	16	1.8083391106000544
ww035915	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-14	2026-01-24	68	6.609222158700254
ww035915	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-14	2026-01-24	19	1.8466944266956593
ww035915	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-14	2026-01-24	48	4.665333288494296
ww035915	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-14	2026-01-24	50	4.859722175514893
ww035915	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-14	2026-01-24	27	2.6242499747780417
ww035915	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-14	2026-01-24	33	3.2074166358398286
ww035915	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-14	2026-01-24	48	4.665333288494296
ww035915	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-14	2026-01-24	9	0.8747499915926806
ww035915	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-14	2026-01-24	66	6.414833271679657
ww035915	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-14	2026-01-24	51	4.95691661902519
ww035915	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-14	2026-01-24	14	1.3607222091441697
ww035915	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-14	2026-01-24	39	3.790583296901616
ww035915	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-14	2026-01-24	11	1.0691388786132763
ww035915	NC_026434.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-14	2026-01-24	15	1.4579166526544678
ww035915	NC_026431.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-14	2026-01-24	26	2.5270555312677443
ww035915	NC_026432.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-14	2026-01-24	8	0.7775555480823828
